,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
14,1.0,0.95,0.95,0.025,0.025,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,7,,0.857,11.1
15,1.0,0.95,0.95,0.985,0.005,0.985,0.985,"[5.0, 5.0]",300.0,0.5,individualized,improvement,6,,0.983,0.1114325
16,1.0,0.95,0.95,0.015,0.015,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,6,,0.43600000000000005,0.10621850000000001
17,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,6,,0.43199999999999994,10.525
18,1.0,0.95,0.95,0.97,0.01,0.97,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,6,,0.97,0.11517050000000001
19,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,6,,0.4370000000000001,10.875
20,1.0,0.95,0.95,0.99,0.0,0.99,0.99,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9879999999999999,0.100642
21,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.607,0.09469
22,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.592,10.9
23,1.0,0.95,0.95,0.98,0.005,0.98,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.9800000000000001,0.0981555
24,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.6,11.733668341708542
25,0.995,0.95,0.95,0.9899497487437185,0.005025125628140704,0.9849246231155779,0.9899497487437185,"[5.0, 5.0]",300.0,0.5,individualized,improvement,8,,0.9859296482412061,0.09987700000000001
26,1.0,0.95,0.95,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,8,,0.7489999999999999,0.09833700000000001
27,1.0,0.95,0.95,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,8,,0.755,11.4321608040201
28,0.995,0.95,0.95,0.9798994974874372,0.0,0.9798994974874372,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,8,,0.9798994974874372,0.10142849999999999
29,1.0,0.95,0.95,0.015,0.015,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,8,,0.75,11.446700507614214
30,0.985,0.95,0.95,0.9898477157360406,0.0,0.9898477157360406,0.9898477157360406,"[5.0, 5.0]",300.0,0.5,individualized,improvement,4,,0.9898477157360406,0.6946975000000001
31,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,4,,0.28300000000000003,0.703806
32,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,4,,0.27999999999999997,10.904522613065327
33,0.995,0.95,0.95,0.9798994974874372,0.0,0.9798994974874372,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,4,,0.9798994974874372,0.7090770000000001
34,1.0,0.95,0.95,0.015,0.015,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,4,,0.296,11.01522842639594
35,0.985,0.95,0.95,0.9898477157360406,0.0,0.9898477157360406,0.9898477157360406,"[5.0, 5.0]",300.0,0.5,individualized,improvement,3,,0.9898477157360406,0.7101310000000001
36,1.0,0.95,0.95,0.025,0.025,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,3,,0.9870000000000001,0.713291
37,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,3,,0.992,10.404040404040405
38,0.99,0.95,0.95,0.9747474747474747,0.0,0.9747474747474747,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,3,,0.9747474747474747,0.6812425000000001
39,1.0,0.95,0.95,0.02,0.02,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,3,,0.998,10.9
40,1.0,0.95,0.95,0.995,0.01,0.995,0.995,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.992,0.602768
41,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.9179999999999999,0.6281595000000001
42,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.931,10.725
43,1.0,0.95,0.95,0.985,0.005,0.985,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.985,0.6201075
44,1.0,0.95,0.95,0.015,0.015,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.9259999999999999,11.35
45,1.0,0.95,0.95,0.985,0.0,0.985,0.985,"[5.0, 5.0]",300.0,0.5,individualized,improvement,5,,0.9870000000000001,0.7007965
46,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,5,,0.922,0.6769710000000001
47,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,5,,0.9049999999999999,10.675
48,1.0,0.95,0.95,0.985,0.0,0.985,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,5,,0.985,0.6728455
49,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,5,,0.906,
